;;;;;;;;;;;;;;
Zambezi River Authority;;;;;;;;;;;;;;
Annual Report of Daily Data: Daily Flow;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 1990/1991;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
18;;55;72;95;181;1821;;;;;;;;
19;;55;73;93;183;1783;;;;;;;;
20;;54;73;95;186;1729;;;;;;;;
21;;53;74;96;186;1673;;;;;;;;
22;;52;74;99;184;1661;;;;;;;;
23;;52;75;104;186;1673;;;;;;;;
24;;51;75;107;192;1740;;;;;;;;
25;;51;77;109;210;1821;;;;;;;;
26;;55;80;113;197;1906;;;;;;;;
27;;53;83;113;197;1964;;;;;;;;
28;;52;84;118;220;1964;;;;;;;;
29;;53;85;119;237;;;;;;;;;
30;;53;89;121;257;;;;;;;;;
31;;54;;124;263;;;;;;;;;
